ID,meanvol_L,meanvol_R,meandiff,diff_low_CI,diff_hi_CI,flip_t,sdflipt,flipt_DF,LI,LI_p5,LI_p95,mask,task,bootstraps,percdata,ID
OXF09__,1.358765129,0.573678689,0.78508644,0.706611665,0.86160915,15.74702418,0.956977708,4249,0.407065376,0.360202759,0.455242646,mca,PD,1000,5,OXF09__
OXF10__,-0.568956088,-1.036486392,0.467530304,0.364205347,0.574473564,7.162464087,0.966346382,4308,0.294361797,0.216285797,0.383188574,mca,PD,1000,5,OXF10__
OXF11__,1.222149292,1.1210386,0.101110692,0.030163587,0.16964074,2.345755368,0.964538153,4307,0.043189998,0.013008179,0.072647615,mca,PD,1000,5,OXF11__
OXF12__,0.745677651,0.825689246,-0.080011595,-0.157575715,0.002233038,-1.565479607,0.938726923,4281,-0.051562458,-0.104898799,0.001445086,mca,PD,1000,5,OXF12__
OXF13__,1.499623181,0.914207744,0.585415438,0.50905104,0.663329022,12.28468738,0.947334113,4298,0.242618738,0.211611614,0.273762674,mca,PD,1000,5,OXF13__
OXF14__,0.375887441,0.215762665,0.160124776,0.061533462,0.26233997,2.532272432,0.953665289,4297,0.284851664,0.095961919,0.514826699,mca,PD,1000,5,OXF14__
OXF15__,0.158142789,0.755507942,-0.597365153,-0.66639994,-0.52523885,-13.14957819,0.914793477,4301,-0.661728338,-0.813341725,-0.534494293,mca,PD,1000,5,OXF15__
OXF16__,1.41458797,0.10168096,1.31290701,1.230257159,1.392454772,25.4907562,0.837706792,4302,0.868715338,0.782242442,0.96653262,mca,PD,1000,5,OXF16__
OXF17__,1.392955477,1.668894142,-0.275938665,-0.351023788,-0.20764173,-6.054518716,0.955220748,4302,-0.090197829,-0.115060437,-0.067515426,mca,PD,1000,5,OXF17__
OXF18__,-0.204337458,0.173281849,-0.377619307,-0.486878347,-0.275325216,-5.800056506,0.971855735,4308,-0.99937295,-1,-1,mca,PD,1000,5,OXF18__
OXF19__,1.965946801,1.849453733,0.116493067,0.062346997,0.171562808,3.447173103,0.978547101,4304,0.030534295,0.01630329,0.04513928,mca,PD,1000,5,OXF19__
OXF20__,0.240915031,-2.056109474,2.297024505,2.187033443,2.408124858,32.59387456,0.849801212,4306,1,1,1,mca,PD,1000,5,OXF20__
OXF21__,1.126584693,0.518189526,0.608395167,0.521659492,0.693355705,11.56809029,0.957759871,4301,0.370830193,0.313212033,0.429919778,mca,PD,1000,5,OXF21__
OXF22__,0.627349148,-0.027484289,0.654833436,0.583615503,0.725939773,14.95704343,1.00120769,4307,0.977189727,0.867561934,1,mca,PD,1000,5,OXF22__
OXF23__,-0.123389943,-0.616463102,0.493073159,0.413407708,0.572668344,10.08938412,0.965912662,4306,0.678593875,0.504140761,0.892237547,mca,PD,1000,5,OXF23__
OXF24__,0.525626764,0.518879921,0.006746843,-0.058761929,0.072366012,0.161401151,0.985649703,4308,0.006322044,-0.057499882,0.070172951,mca,PD,1000,5,OXF24__
OXF25__,0.231018713,-0.617769892,0.848788605,0.776192302,0.921988203,18.55612203,1.03203247,4303,1,1,1,mca,PD,1000,5,OXF25__
OXF26__,0.464775844,-0.179566682,0.644342526,0.546853478,0.744603498,10.77787386,0.965733094,4298,0.999726384,1,1,mca,PD,1000,5,OXF26__
OXF27__,0.207598178,-0.557916751,0.76551493,0.691217944,0.839222217,16.8333312,0.912326654,4297,1,1,1,mca,PD,1000,5,OXF27__
BAN01__,0.249800265,1.100291747,-0.850491482,-0.931221739,-0.770890847,-17.13661823,0.947358306,2085,-0.632626585,-0.719770303,-0.543179154,frontal,WC,1000,5,BAN01__
BAN02__,-0.72543338,-0.318714815,-0.406718565,-0.484916624,-0.324703661,-8.511312223,0.974464401,2084,-0.391939773,-0.489392545,-0.297227887,frontal,WC,1000,5,BAN02__
BAN03__,-0.036673179,0.721115915,-0.757789094,-0.798306889,-0.717977891,-30.72184169,0.93021039,2088,-0.9999946,-1,-1,frontal,WC,1000,5,BAN03__
BAN04__,0.386044821,0.546861447,-0.160816626,-0.222255208,-0.100917629,-4.27599761,0.982215688,2087,-0.174023018,-0.252599528,-0.104605093,frontal,WC,1000,5,BAN04__
BAN05__,1.129680613,1.254433549,-0.124752936,-0.174949532,-0.073545077,-3.839356223,0.985455519,2087,-0.052380241,-0.073816196,-0.030305544,frontal,WC,1000,5,BAN05__
BAN06__,-0.375924496,-0.35355953,-0.022364967,-0.07350429,0.029812298,-0.737441443,1.013133599,2070,-0.030905224,-0.10105785,0.040471619,frontal,WC,1000,5,BAN06__
BAN07__,0.216423249,0.153529675,0.062893574,0.02637059,0.103545762,2.520046411,0.938048618,2077,0.172574153,0.071727461,0.286251569,frontal,WC,1000,5,BAN07__
BAN08__,-1.392531981,-1.117830562,-0.274701419,-0.332179435,-0.213607105,-7.639275556,0.989028209,2088,-0.109426781,-0.132730367,-0.085994853,frontal,WC,1000,5,BAN08__
BAN09__,-0.911429174,-0.768738595,-0.14269058,-0.202748336,-0.084366104,-3.828500743,0.979387556,2085,-0.084910841,-0.120746884,-0.049989138,frontal,WC,1000,5,BAN09__
BAN10__,-0.243389951,-0.005822014,-0.237567937,-0.280072148,-0.196148905,-8.929736092,0.938257443,2089,-0.91100509,-1,-0.712376243,frontal,WC,1000,5,BAN10__
BAN11__,0.582202313,0.506215353,0.07598696,0.001306805,0.150016968,1.620508554,0.96611195,2076,0.069795993,0.001321209,0.136333026,frontal,WC,1000,5,BAN11__
BAN12__,0.323289416,0.046630626,0.27665879,0.221790821,0.336304376,7.664068805,0.947010471,2092,0.758580217,0.527712401,1,frontal,WC,1000,5,BAN12__
BAN13__,-0.272165268,-0.744799588,0.472634319,0.412810031,0.528463321,12.23312165,0.949941393,2062,0.466204212,0.393807551,0.540294669,frontal,WC,1000,5,BAN13__
BAN14__,0.295782288,0.510520903,-0.214738615,-0.260437415,-0.169059365,-7.362968948,0.979942442,2086,-0.267380633,-0.333288123,-0.205490171,frontal,WC,1000,5,BAN14__
BAN15__,2.007390348,1.406081545,0.601308803,0.508495397,0.695647997,10.99310224,1.053731314,2091,0.176339378,0.147351384,0.206503726,frontal,WC,1000,5,BAN15__
BAN16__,0.969250123,0.290563794,0.678686328,0.617218847,0.741123781,17.4480085,0.996483024,2090,0.53955884,0.486374394,0.602983994,frontal,WC,1000,5,BAN16__
BAN17__,-0.007420084,0.495908315,-0.503328399,-0.573914481,-0.434960645,-11.87574322,0.97331186,2089,-0.953539248,-1,-0.79690348,frontal,WC,1000,5,BAN17__
BAN18__,0.507634488,0.539829637,-0.032195149,-0.078728068,0.012932835,-1.090266504,0.935241798,2092,-0.030744574,-0.075356565,0.01277053,frontal,WC,1000,5,BAN18__
BAN19__,-0.311308849,1.04969539,-1.361004239,-1.419054087,-1.30328393,-38.04012756,1.076700524,2092,-1,-1,-1,frontal,WC,1000,5,BAN19__
BAN21__,-0.720634613,0.368365554,-1.089000167,-1.157556897,-1.024296314,-25.61423658,0.97429992,2090,-1,-1,-1,frontal,WC,1000,5,BAN21__
BAN22__,1.555010148,0.980949089,0.574061059,0.499862937,0.657952034,11.88581717,0.95751774,2092,0.226513452,0.19617844,0.258382266,frontal,WC,1000,5,BAN22__
BAN23__,0.293988445,-0.026662515,0.32065096,0.247594962,0.396916509,6.8752297,0.979897075,2083,0.967494501,0.768364503,1,frontal,WC,1000,5,BAN23__
BAN24__,0.14641815,-0.022511986,0.168930136,0.115928656,0.222195956,5.114201473,0.968191885,2092,0.960232337,0.728946371,1,frontal,WC,1000,5,BAN24__
OXF01__,1.016154102,0.395943377,0.620210725,0.528718732,0.713623561,10.48454759,0.888612165,2087,0.440749778,0.372010385,0.513909915,frontal,WC,1000,5,OXF01__
OXF02__,1.752192159,2.452892832,-0.700700673,-0.782583069,-0.615901226,-12.98715667,0.948171444,2075,-0.16676982,-0.18864661,-0.145974415,frontal,WC,1000,5,OXF02__
OXF03__,0.325166663,-0.23604384,0.561210503,0.486607979,0.63340298,12.38878401,0.957148826,2082,1,1,1,frontal,WC,1000,5,OXF03__
OXF04__,-1.138075445,-0.832463258,-0.305612187,-0.372839205,-0.239417682,-7.195146367,1.009831887,2082,-0.155387347,-0.192574256,-0.120122712,frontal,WC,1000,5,OXF04__
OXF05__,2.639089862,2.491824545,0.147265317,0.068563071,0.227873147,3.053086529,0.979285506,2088,0.028686646,0.013599569,0.044668716,frontal,WC,1000,5,OXF05__
OXF06__,0.262316573,0.262403209,-8.66E-05,-0.045442489,0.043611693,-0.002597545,0.99203253,2090,-0.000422087,-0.088889234,0.085674139,frontal,WC,1000,5,OXF06__
OXF07__,0.190357621,-0.039968968,0.23032659,0.144599401,0.314663545,4.464501585,1.025699322,2083,0.95199743,0.662948788,1,frontal,WC,1000,5,OXF07__
OXF08__,0.248922272,-0.162512043,0.411434314,0.353112723,0.465485969,11.61994444,0.913406573,2091,1,1,1,frontal,WC,1000,5,OXF08__
OXF09__,0.048030574,-0.120386057,0.168416631,0.11475082,0.226804756,4.932474082,0.991176715,2087,0.973891503,0.77872648,1,frontal,WC,1000,5,OXF09__
OXF10__,0.120486102,-0.383872015,0.504358117,0.435440924,0.570171115,11.73115081,0.881077276,2088,0.999734716,1,1,frontal,WC,1000,5,OXF10__
OXF11__,0.021034335,0.237592642,-0.216558306,-0.267885635,-0.16170232,-6.641701528,0.992525005,2092,-0.82014193,-1,-0.521067404,frontal,WC,1000,5,OXF11__
OXF12__,0.620749639,0.965024872,-0.344275232,-0.397844831,-0.289453703,-10.0280224,0.963964462,2082,-0.217413641,-0.253936339,-0.181494724,frontal,WC,1000,5,OXF12__
OXF14__,0.147422089,-0.23708957,0.384511659,0.301340922,0.465908129,7.68803952,1.07253445,2080,1,1,1,frontal,WC,1000,5,OXF14__
OXF15__,0.549556207,0.991063189,-0.441506982,-0.503221252,-0.3836001,-11.45421522,0.943478569,2086,-0.287099833,-0.331098622,-0.247523781,frontal,WC,1000,5,OXF15__
OXF16__,1.327553552,1.577189435,-0.249635883,-0.310697516,-0.186766124,-6.579591637,1.058110671,2088,-0.086038726,-0.108390911,-0.06306268,frontal,WC,1000,5,OXF16__
OXF17__,0.404765812,0.316605074,0.088160738,0.026350657,0.151819256,2.393591277,1.01445043,2087,0.121855795,0.036984791,0.206829926,frontal,WC,1000,5,OXF17__
OXF18__,0.486743999,0.892378663,-0.405634664,-0.501548216,-0.307919418,-6.554259511,0.923615992,2090,-0.295002301,-0.373756494,-0.223506658,frontal,WC,1000,5,OXF18__
OXF19__,0.568986732,0.561232753,0.007753978,-0.054209386,0.067503208,0.205226782,0.990213815,2084,0.006570591,-0.048870866,0.058450015,frontal,WC,1000,5,OXF19__
OXF20__,0.300321616,-0.64611836,0.946439976,0.864126889,1.019446797,19.98538737,1.003037889,2090,1,1,1,frontal,WC,1000,5,OXF20__
OXF21__,-0.273026442,-0.45025677,0.177230328,0.117654976,0.234740297,4.882477155,0.947269454,2087,0.247175371,0.157071461,0.335574175,frontal,WC,1000,5,OXF21__
OXF22__,-0.154267549,0.032865393,-0.187132942,-0.244007381,-0.127300039,-5.12215257,0.954833889,2090,-0.969942733,-1,-0.741162866,frontal,WC,1000,5,OXF22__
OXF23__,0.266681857,0.715491373,-0.448809516,-0.535690543,-0.363486365,-8.292114764,0.963846628,2089,-0.462509049,-0.59646662,-0.354708865,frontal,WC,1000,5,OXF23__
OXF24__,2.371349578,1.863273959,0.508075619,0.436241444,0.582616208,11.7687878,1.088433142,2090,0.120017144,0.10245492,0.13800748,frontal,WC,1000,5,OXF24__
OXF25__,1.276438507,1.707918521,-0.431480014,-0.506022579,-0.356658754,-9.360334613,0.967303918,2086,-0.144606458,-0.16929964,-0.119946511,frontal,WC,1000,5,OXF25__
OXF26__,-0.360312985,-0.183034332,-0.177278653,-0.237055716,-0.113265717,-4.280829724,0.976883452,2079,-0.32871618,-0.453695632,-0.212737957,frontal,WC,1000,5,OXF26__
OXF27__,-0.371515968,-0.276078932,-0.095437036,-0.150534015,-0.035462577,-2.698699122,0.981734088,2088,-0.147689236,-0.232630631,-0.056049995,frontal,WC,1000,5,OXF27__
BAN01__,1.380078262,1.816531837,-0.436453575,-0.541808053,-0.328395169,-6.577480336,0.897507537,1284,-0.136653581,-0.169694686,-0.103392694,temporal,WC,1000,5,BAN01__
BAN02__,-0.388961339,-0.21565107,-0.17331027,-0.258089435,-0.086526789,-3.112426157,0.962365339,1290,-0.294941162,-0.481341404,-0.133221535,temporal,WC,1000,5,BAN02__
BAN03__,0.127339689,1.826031106,-1.698691416,-1.783180998,-1.614686687,-32.39539297,0.956284677,1275,-0.869966446,-0.89739979,-0.843530614,temporal,WC,1000,5,BAN03__
BAN04__,1.136156166,1.491513663,-0.355357497,-0.428511419,-0.282134909,-7.67098945,0.947942227,1290,-0.13541668,-0.164349341,-0.106128111,temporal,WC,1000,5,BAN04__
BAN05__,1.473805435,2.01761159,-0.543806155,-0.627569464,-0.455991685,-10.04813588,0.906154582,1281,-0.155865155,-0.181527692,-0.130103621,temporal,WC,1000,5,BAN05__
BAN06__,0.583058055,0.816742859,-0.233684804,-0.31878314,-0.147622579,-4.289096867,0.969387229,1262,-0.167483192,-0.231129787,-0.105124787,temporal,WC,1000,5,BAN06__
BAN07__,0.917430106,1.056864157,-0.139434051,-0.204973249,-0.078244748,-3.570521725,0.978609863,1289,-0.070802328,-0.10453362,-0.039282221,temporal,WC,1000,5,BAN07__
BAN08__,-2.15075209,-1.924662732,-0.226089359,-0.299675412,-0.1474609,-4.64466439,0.962412913,1286,-0.055491989,-0.073940244,-0.036027415,temporal,WC,1000,5,BAN08__
BAN09__,-0.576293891,-0.357909869,-0.218384022,-0.296825347,-0.130989458,-4.361301205,0.981098196,1279,-0.238087225,-0.351101227,-0.136657272,temporal,WC,1000,5,BAN09__
BAN10__,0.747379481,1.418037005,-0.670657524,-0.762104119,-0.579151161,-12.35451062,1.00460657,1280,-0.310551616,-0.360663201,-0.261944912,temporal,WC,1000,5,BAN10__
BAN11__,1.995026317,2.219439963,-0.224413646,-0.353451923,-0.093339963,-2.812825416,1.002474623,1260,-0.053323947,-0.084262902,-0.021953779,temporal,WC,1000,5,BAN11__
BAN12__,1.136988862,1.131185323,0.005803539,-0.092151988,0.095101451,0.098375955,0.966874863,1283,0.002577379,-0.039909515,0.041907766,temporal,WC,1000,5,BAN12__
BAN13__,0.316059451,0.018089915,0.297969536,0.197106626,0.396733521,4.870511253,1.010935648,1272,0.824760183,0.435629653,1,temporal,WC,1000,5,BAN13__
BAN14__,1.333676706,1.601679526,-0.268002819,-0.338619647,-0.19928145,-6.294786733,0.9841455,1290,-0.091337206,-0.11588871,-0.068070962,temporal,WC,1000,5,BAN14__
BAN15__,2.325009276,1.367647018,0.957362259,0.824095491,1.086523277,11.90188225,1.087678074,1265,0.259781614,0.217296737,0.30201745,temporal,WC,1000,5,BAN15__
BAN16__,1.217182353,1.062260736,0.154921617,0.067909883,0.253183814,2.559247045,0.994809413,1266,0.068402936,0.028687582,0.113020316,temporal,WC,1000,5,BAN16__
BAN17__,0.85372916,1.351258584,-0.497529424,-0.620062591,-0.379168269,-6.724280187,0.98438546,1276,-0.226374188,-0.286926715,-0.17298915,temporal,WC,1000,5,BAN17__
BAN18__,1.229827406,1.205536478,0.024290929,-0.049852582,0.096568891,0.526640143,0.961443585,1282,0.01031401,-0.019787651,0.040549063,temporal,WC,1000,5,BAN18__
BAN19__,0.690787558,2.415118576,-1.724331018,-1.817286458,-1.631404949,-29.42239526,1.117681521,1283,-0.556028497,-0.604765262,-0.509894352,temporal,WC,1000,5,BAN19__
BAN21__,0.57710575,1.380561925,-0.803456175,-0.897592005,-0.705055577,-13.57612891,0.877904291,1289,-0.4115481,-0.469350251,-0.358047085,temporal,WC,1000,5,BAN21__
BAN22__,-0.627410372,-0.035105108,-0.592305264,-0.687482339,-0.493858382,-9.797147947,0.957240171,1271,-0.880013,-1,-0.688113164,temporal,WC,1000,5,BAN22__
BAN23__,0.640551373,0.515876872,0.124674501,0.036672447,0.213484612,2.19370549,0.939475537,1279,0.107782189,0.032960382,0.180799606,temporal,WC,1000,5,BAN23__
BAN24__,1.353837702,1.167348482,0.18648922,0.094192288,0.27658415,3.346340424,0.992467678,1270,0.074388058,0.037290413,0.112527951,temporal,WC,1000,5,BAN24__
OXF01__,2.066271851,2.018122427,0.048149424,-0.09581274,0.194235187,0.521854377,0.961735757,1281,0.011977206,-0.023777026,0.048163653,temporal,WC,1000,5,OXF01__
OXF02__,2.549389839,2.75783723,-0.208447391,-0.335141109,-0.085232082,-2.831707792,0.995612858,1284,-0.039267005,-0.06289089,-0.015751456,temporal,WC,1000,5,OXF02__
OXF03__,1.37104568,1.083862542,0.287183138,0.18160383,0.391205669,4.445443419,0.99549475,1287,0.117581764,0.072877192,0.163878682,temporal,WC,1000,5,OXF03__
OXF04__,-0.273309187,0.041197397,-0.314506583,-0.42343697,-0.214156489,-4.953908424,1.023277867,1290,-0.918733495,-1,-0.545772361,temporal,WC,1000,5,OXF04__
OXF05__,3.338093049,2.917019708,0.421073341,0.30998908,0.530607818,5.968210132,0.930828241,1290,0.067294281,0.050090041,0.08421536,temporal,WC,1000,5,OXF05__
OXF06__,0.990216061,0.858841444,0.131374617,0.047657153,0.215049291,2.543206301,0.974995092,1289,0.071408889,0.026622387,0.117156324,temporal,WC,1000,5,OXF06__
OXF07__,1.16810002,1.728143989,-0.560043968,-0.693263238,-0.42134929,-6.559601347,0.89104897,1289,-0.193413972,-0.235625306,-0.146774828,temporal,WC,1000,5,OXF07__
OXF08__,1.037415489,1.400700003,-0.363284514,-0.442718693,-0.28752911,-7.214988781,0.966958032,1287,-0.14925222,-0.18255447,-0.116275137,temporal,WC,1000,5,OXF08__
OXF09__,1.269304032,1.415241455,-0.145937423,-0.231580291,-0.054848191,-2.664307419,0.964361944,1232,-0.054306111,-0.085862846,-0.020396372,temporal,WC,1000,5,OXF09__
OXF10__,1.550981381,1.083964185,0.467017196,0.361480207,0.576108774,7.070712544,0.967052976,1289,0.177555051,0.137198939,0.219944196,temporal,WC,1000,5,OXF10__
OXF11__,0.277439741,0.56346808,-0.286028339,-0.372731834,-0.199375632,-5.050950259,0.891587683,1286,-0.343582304,-0.469097448,-0.237783702,temporal,WC,1000,5,OXF11__
OXF12__,2.961145043,3.395486632,-0.434341589,-0.589800889,-0.28442117,-4.533441756,0.95262218,1276,-0.068436196,-0.094514408,-0.044651656,temporal,WC,1000,5,OXF12__
OXF14__,2.202142447,1.845709422,0.356433025,0.214347645,0.498596322,3.934016861,0.997278945,1288,0.088567509,0.051717652,0.129115463,temporal,WC,1000,5,OXF14__
OXF15__,1.658817666,2.21849331,-0.559675644,-0.668571603,-0.453418033,-8.295638574,0.924474544,1285,-0.144443397,-0.172214125,-0.117211602,temporal,WC,1000,5,OXF15__
OXF16__,2.30929574,1.710748412,0.598547327,0.490870599,0.696708938,9.112519781,0.889765915,1284,0.149048966,0.121506258,0.175549118,temporal,WC,1000,5,OXF16__
OXF17__,1.529468104,2.071671016,-0.542202912,-0.669911966,-0.412322862,-6.786519495,0.877817112,1284,-0.150604623,-0.184897031,-0.116039901,temporal,WC,1000,5,OXF17__
OXF18__,1.311348331,1.997857544,-0.686509213,-0.85022565,-0.513551487,-6.629868783,0.962863175,1290,-0.207730352,-0.257015525,-0.15535604,temporal,WC,1000,5,OXF18__
OXF19__,1.517930078,1.818488487,-0.300558409,-0.402799987,-0.198378258,-4.625825133,0.946138129,1290,-0.090111509,-0.120541833,-0.05978095,temporal,WC,1000,5,OXF19__
OXF20__,1.428296608,0.680410474,0.747886134,0.632430537,0.861943344,10.71328252,1.057482261,1286,0.355833308,0.296239371,0.421002007,temporal,WC,1000,5,OXF20__
OXF21__,-0.156046606,-0.250454047,0.094407441,0.000589681,0.186928431,1.489804771,0.915625348,1286,0.240973925,0.001907523,0.518368198,temporal,WC,1000,5,OXF21__
OXF22__,1.80706086,2.011755701,-0.204694841,-0.325381731,-0.078297898,-2.541888759,0.92599717,1289,-0.05361666,-0.084641093,-0.021047364,temporal,WC,1000,5,OXF22__
OXF23__,0.528982201,1.304846572,-0.775864371,-0.904899296,-0.646586339,-9.454933761,0.950563541,1288,-0.426682138,-0.520150976,-0.338431485,temporal,WC,1000,5,OXF23__
OXF24__,3.014053237,2.6717168,0.342336436,0.244605533,0.440485687,5.389068606,0.97774338,1289,0.060303423,0.042365279,0.07853494,temporal,WC,1000,5,OXF24__
OXF25__,3.039780694,3.250405341,-0.210624647,-0.358371482,-0.069854813,-2.347380585,0.922406209,1288,-0.033303543,-0.055603819,-0.011430649,temporal,WC,1000,5,OXF25__
OXF26__,1.530987429,1.045211126,0.485776303,0.361812616,0.602402501,6.20513953,0.905675236,1290,0.188691433,0.144016278,0.232853373,temporal,WC,1000,5,OXF26__
OXF27__,0.743478542,0.78698349,-0.043504948,-0.134087007,0.037322152,-0.819225384,0.985727801,1280,-0.028396893,-0.086708959,0.024323599,temporal,WC,1000,5,OXF27__
BAN01__,1.151411256,1.998685448,-0.847274192,-0.968393337,-0.726647364,-10.79180844,0.915670084,1276,-0.269636999,-0.315274401,-0.22670189,parietal,WC,1000,5,BAN01__
BAN02__,-2.317296971,-1.687737673,-0.629559298,-0.756307474,-0.504638736,-8.121798215,0.951579908,1276,-0.157399971,-0.190723197,-0.124300029,parietal,WC,1000,5,BAN02__
BAN03__,-0.196545077,0.433428732,-0.629973808,-0.686327705,-0.572087795,-18.29020931,0.930368776,1276,-1,-1,-1,parietal,WC,1000,5,BAN03__
BAN04__,0.966307971,1.21735186,-0.251043889,-0.327747701,-0.179461057,-5.373634372,0.939009831,1276,-0.115070685,-0.151624407,-0.081964001,parietal,WC,1000,5,BAN04__
BAN05__,1.783203485,1.663345235,0.119858249,0.055141086,0.184801275,2.998302404,0.976476796,1276,0.034734161,0.016215281,0.053223603,parietal,WC,1000,5,BAN05__
BAN06__,-0.565309689,-0.74981569,0.184506001,0.101244249,0.265499406,3.57998543,0.998680359,1273,0.140447533,0.076271,0.201199266,parietal,WC,1000,5,BAN06__
BAN07__,-0.139463544,-0.164614248,0.025150704,-0.043928515,0.091685663,0.598158409,0.967165181,1276,0.0895761,-0.150644465,0.340995868,parietal,WC,1000,5,BAN07__
BAN08__,-2.760927393,-2.809253614,0.048326221,-0.029079242,0.12230653,0.995592428,0.96166902,1275,0.008693234,-0.005230156,0.022107551,parietal,WC,1000,5,BAN08__
BAN09__,-2.003324002,-2.202885377,0.199561375,0.122640951,0.270590724,4.164969687,0.95807285,1276,0.047428285,0.028974505,0.064344605,parietal,WC,1000,5,BAN09__
BAN10__,-0.236829706,-0.019401899,-0.217427807,-0.281787369,-0.14581883,-4.899244547,1.003551788,1276,-0.820136716,-1,-0.505333921,parietal,WC,1000,5,BAN10__
BAN11__,2.008656783,1.594237554,0.414419229,0.294168859,0.536106387,5.57637865,0.998543036,1276,0.115139388,0.080481835,0.150981495,parietal,WC,1000,5,BAN11__
BAN12__,-0.161592045,-0.239789668,0.078197622,-0.023089417,0.185187104,1.207938851,0.967861948,1276,0.223357867,-0.054254728,0.60351839,parietal,WC,1000,5,BAN12__
BAN13__,-0.470604783,-0.984045068,0.513440286,0.404888877,0.612880739,8.124084699,1.058265878,1276,0.35446675,0.279952586,0.436306141,parietal,WC,1000,5,BAN13__
BAN14__,0.102812838,0.233324709,-0.130511871,-0.19515643,-0.06640196,-3.085291376,0.941305283,1276,-0.406572182,-0.701400535,-0.179972792,parietal,WC,1000,5,BAN14__
BAN15__,2.761821798,1.663401135,1.098420663,0.977367181,1.221419656,14.70747554,1.005591682,1275,0.248584303,0.219408417,0.280508149,parietal,WC,1000,5,BAN15__
BAN16__,1.009177983,0.138760076,0.870417907,0.781393814,0.963729276,15.69484753,0.974956944,1276,0.763579202,0.650457073,0.899680811,parietal,WC,1000,5,BAN16__
BAN17__,0.206112379,0.790445493,-0.584333114,-0.713010153,-0.457279548,-7.304534343,0.820495674,1276,-0.594589448,-0.78396241,-0.431954922,parietal,WC,1000,5,BAN17__
BAN18__,0.796741728,0.42504171,0.371700017,0.309556404,0.434896081,9.263763051,0.993000591,1276,0.305825572,0.243813782,0.3713304,parietal,WC,1000,5,BAN18__
BAN19__,-1.043213415,0.386156244,-1.42936966,-1.528980085,-1.329764973,-23.56947785,1.177774154,1276,-1,-1,-1,parietal,WC,1000,5,BAN19__
BAN21__,-0.078572261,0.220587069,-0.299159329,-0.395160396,-0.211959293,-5.350366576,0.979806871,1276,-0.977793802,-1,-0.822737065,parietal,WC,1000,5,BAN21__
BAN22__,0.304293901,0.572495401,-0.268201501,-0.36050675,-0.179274023,-4.635789803,0.918970829,1273,-0.31139175,-0.444432714,-0.187293574,parietal,WC,1000,5,BAN22__
BAN23__,0.102372142,-0.130450479,0.23282262,0.13054002,0.329401387,3.9300413,1.006012961,1276,0.987574595,0.980043401,1,parietal,WC,1000,5,BAN23__
BAN24__,0.454822329,0.3151874,0.139634929,0.059980373,0.218118858,2.819468874,0.972467637,1276,0.182869121,0.081293522,0.290221737,parietal,WC,1000,5,BAN24__
OXF01__,1.586700047,0.713399689,0.873300357,0.723136989,1.024166892,9.280593334,0.94676686,1276,0.380842119,0.314016508,0.452329169,parietal,WC,1000,5,OXF01__
OXF02__,2.080340758,3.127877578,-1.04753682,-1.183169037,-0.910669439,-12.33545133,0.923681222,1275,-0.201337221,-0.230561541,-0.173141239,parietal,WC,1000,5,OXF02__
OXF03__,0.986469497,0.232595107,0.75387439,0.640371248,0.871072265,10.46464716,0.946749685,1276,0.625676006,0.504799551,0.762434808,parietal,WC,1000,5,OXF03__
OXF04__,-2.130435435,-2.358272496,0.227837061,0.124279694,0.335400602,3.302172531,0.934553376,1276,0.050786584,0.02800117,0.073959439,parietal,WC,1000,5,OXF04__
OXF05__,2.093792723,2.196123631,-0.102330907,-0.197080652,-0.008775989,-1.717851283,0.989620985,1276,-0.02402543,-0.047337139,-0.002083186,parietal,WC,1000,5,OXF05__
OXF06__,0.116596226,-0.196822079,0.313418306,0.23385677,0.392354005,6.422175441,0.933043735,1276,0.997593884,1,1,parietal,WC,1000,5,OXF06__
OXF07__,0.68255921,0.371022028,0.311537183,0.176484343,0.434884139,3.712397564,0.959415699,1276,0.304755543,0.154604175,0.479153935,parietal,WC,1000,5,OXF07__
OXF08__,0.814338361,0.217117341,0.59722102,0.505544417,0.688395093,10.6876378,1.000815716,1276,0.587828341,0.459181433,0.74236858,parietal,WC,1000,5,OXF08__
OXF09__,0.119520615,-0.059282005,0.178802621,0.088150524,0.27322473,3.102428245,0.97178216,1276,0.964998397,0.708682723,1,parietal,WC,1000,5,OXF09__
OXF10__,0.451882108,0.243976969,0.207905138,0.09658105,0.322424744,2.917596839,0.962237199,1276,0.308451784,0.132049027,0.512565888,parietal,WC,1000,5,OXF10__
OXF11__,0.643212219,0.355544717,0.287667502,0.219426336,0.362288155,6.59266442,1.010259644,1276,0.289374113,0.219243156,0.366151322,parietal,WC,1000,5,OXF11__
OXF12__,1.366826193,1.111826181,0.255000012,0.127754914,0.381582372,3.284660734,1.012163919,1276,0.103112801,0.051452397,0.154071107,parietal,WC,1000,5,OXF12__
OXF14__,-0.058229042,0.108282354,-0.166511395,-0.299195356,-0.037009864,-2.054299619,0.994799065,1276,-0.861685161,-1,-0.229910308,parietal,WC,1000,5,OXF14__
OXF15__,0.682616259,0.83849473,-0.155878471,-0.253291928,-0.063232162,-2.513596877,0.927019795,1276,-0.102870905,-0.165649812,-0.041000047,parietal,WC,1000,5,OXF15__
OXF16__,1.430519672,1.366949281,0.063570391,-0.045278484,0.170892659,0.93939487,0.970123916,1276,0.022790739,-0.016387786,0.059890891,parietal,WC,1000,5,OXF16__
