ID,meanvol_L,meanvol_R,meandiff,diff_low_CI,diff_hi_CI,flip_t,sdflipt,flipt_DF,LI,LI_p5,LI_p95,mask,task,bootstraps,percdata,ID
BAN02_S,-0.514823895,-0.009752733,-0.505071163,-0.61116755,-0.401371579,-7.76930572,0.877114719,1276,-0.904538046,-1,-0.674779552,parietal,SG,1000,5,BAN02_S
BAN03_S,-1.991708556,-1.98771098,-0.003997575,-0.087407403,0.079547789,-0.086341229,0.973378106,1276,-0.001151049,-0.022485138,0.019418538,parietal,SG,1000,5,BAN03_S
BAN04_S,-1.187850821,-1.222478671,0.03462785,-0.04544452,0.115643405,0.666437122,0.943933847,1276,0.014354043,-0.018749077,0.048542191,parietal,SG,1000,5,BAN04_S
BAN05_S,-1.191180857,-1.314093252,0.122912396,0.047434204,0.198429565,2.554794668,0.955245698,1276,0.049281747,0.018772453,0.08072247,parietal,SG,1000,5,BAN05_S
BAN06_S,-0.123722987,0.309188959,-0.432911947,-0.522306802,-0.3349593,-7.531548638,0.993423314,1272,-0.9995647,-1,-1,parietal,SG,1000,5,BAN06_S
BAN07_S,1.281407134,0.995091397,0.286315737,0.228365766,0.345740618,7.49760902,0.949336047,1276,0.125748277,0.100466004,0.151138685,parietal,SG,1000,5,BAN07_S
BAN08_S,1.754006264,1.971575623,-0.217569359,-0.310047031,-0.127519924,-3.819372551,0.984516307,1275,-0.058363438,-0.082558098,-0.034456307,parietal,SG,1000,5,BAN08_S
BAN09_S,1.109506788,0.29817071,0.811336079,0.726680072,0.894097285,14.80944427,0.977319939,1276,0.577824954,0.510245171,0.651078516,parietal,SG,1000,5,BAN09_S
BAN10_S,-0.251158606,-0.130276995,-0.120881611,-0.172775701,-0.065025466,-3.682844062,0.977242142,1276,-0.320588875,-0.469434639,-0.177099868,parietal,SG,1000,5,BAN10_S
BAN11_S,-0.077140424,-1.174375313,1.097234888,0.989287414,1.202387025,16.52833006,0.842461231,1276,0.875826053,0.739806851,1,parietal,SG,1000,5,BAN11_S
BAN12_S,-1.403515263,-1.658667416,0.255152153,0.183744283,0.322541393,5.999910521,0.964964486,1276,0.083445218,0.059589385,0.106984347,parietal,SG,1000,5,BAN12_S
BAN13_S,0.494756743,-0.127653632,0.622410375,0.510455483,0.723142649,10.03164313,1.062913454,1276,0.999009038,1,1,parietal,SG,1000,5,BAN13_S
BAN14_S,1.406619683,0.03566419,1.370955493,1.271279461,1.470332878,21.58924321,0.856008934,1276,0.945377784,0.858822698,1,parietal,SG,1000,5,BAN14_S
BAN15_S,1.434588564,0.002348172,1.432240392,1.31612966,1.554145947,19.11825918,0.918468677,1276,0.961774338,0.855883613,1,parietal,SG,1000,5,BAN15_S
BAN16_S,0.162288434,-0.267461777,0.429750211,0.346571962,0.508163923,8.837220273,0.951969336,1276,1,1,1,parietal,SG,1000,5,BAN16_S
BAN17_S,-1.392892797,-1.551275664,0.158382867,0.049251758,0.268828256,2.383168152,1.02146172,1276,0.05383909,0.016407688,0.090783715,parietal,SG,1000,5,BAN17_S
BAN18_S,-1.314849222,-1.791905349,0.477056128,0.391466201,0.55802046,9.022966503,0.943759018,1276,0.153653429,0.125980982,0.181445557,parietal,SG,1000,5,BAN18_S
BAN19_S,-1.882871066,-1.521800924,-0.361070142,-0.456675015,-0.264319045,-6.106782338,0.998999899,1276,-0.106191214,-0.136223124,-0.076396164,parietal,SG,1000,5,BAN19_S
BAN21_S,-0.658408827,-0.172141416,-0.486267411,-0.594976067,-0.371886928,-7.153261397,0.955914712,1276,-0.595675235,-0.797905791,-0.430765995,parietal,SG,1000,5,BAN21_S
BAN22_S,-1.791633206,-2.318012665,0.526379459,0.450575016,0.606708568,10.90294497,0.995289881,1274,0.128145337,0.10854681,0.148292528,parietal,SG,1000,5,BAN22_S
BAN23_S,-0.06630297,-0.478680772,0.412377801,0.297635848,0.530284185,5.997833578,1.034447358,1276,0.760941315,0.467602774,1,parietal,SG,1000,5,BAN23_S
BAN24_S,1.437811831,0.589513796,0.848298035,0.749574473,0.950424086,12.99986957,0.927774568,1276,0.418636216,0.375715149,0.463627976,parietal,SG,1000,5,BAN24_S
OXF01__,0.786240147,0.063137385,0.723102761,0.606449481,0.842166289,9.387092889,0.90097507,1276,0.848593985,0.648832584,1,parietal,SG,1000,5,OXF01__
OXF02__,-0.493160093,-0.771752186,0.278592094,0.175482386,0.385225919,4.323111797,0.972545524,1274,0.223808533,0.132928921,0.332479539,parietal,SG,1000,5,OXF02__
OXF03__,1.646722156,0.760672517,0.886049639,0.772969498,0.996378719,12.59957997,0.998769357,1276,0.369698822,0.309225413,0.431319944,parietal,SG,1000,5,OXF03__
OXF04__,0.484526328,0.42944114,0.055085188,-0.045338653,0.155756921,0.886829329,0.980618943,1276,0.061823532,-0.050275081,0.179360523,parietal,SG,1000,5,OXF04__
OXF05__,0.118750161,-1.097330994,1.216081155,1.097358147,1.341131106,16.1325268,1.013140985,1276,0.996277471,0.987442555,1,parietal,SG,1000,5,OXF05__
OXF06__,-1.501481559,-1.83056325,0.329081691,0.22709597,0.432555128,4.907803794,0.935340795,1275,0.098927714,0.067363362,0.133129276,parietal,SG,1000,5,OXF06__
OXF07__,0.890759069,1.058079488,-0.167320419,-0.283642337,-0.045728422,-2.247844147,0.968746004,1276,-0.086840231,-0.152041345,-0.024433059,parietal,SG,1000,5,OXF07__
OXF08__,2.926926787,2.904375585,0.022551202,-0.102994574,0.147523816,0.283273436,0.975989448,1276,0.003885059,-0.01775825,0.025122668,parietal,SG,1000,5,OXF08__
OXF09__,3.062456493,1.601393269,1.461063224,1.285212593,1.644122835,13.05068107,0.935844391,1276,0.313470748,0.277115507,0.350800997,parietal,SG,1000,5,OXF09__
OXF10__,1.485857413,1.307512107,0.178345306,0.020560552,0.32895189,1.897408357,1.014127148,1276,0.063932506,0.007649406,0.117934766,parietal,SG,1000,5,OXF10__
OXF11__,-2.57106989,-4.378918355,1.807848465,1.651994538,1.949955903,19.3871868,0.974314369,1276,0.260296723,0.234660611,0.284613359,parietal,SG,1000,5,OXF11__
OXF12__,0.854964017,0.381662125,0.473301892,0.34774363,0.590381413,6.265627597,0.974391373,1276,0.387326142,0.275521861,0.511429505,parietal,SG,1000,5,OXF12__
OXF13__,0.522605731,-0.025210533,0.547816264,0.451177195,0.642601433,9.475795176,0.943504752,1276,0.962167957,0.779499914,1,parietal,SG,1000,5,OXF13__
OXF14__,1.056614218,1.018641376,0.037972841,-0.058926987,0.140919895,0.595454372,0.955070858,1276,0.018420438,-0.028985327,0.06728542,parietal,SG,1000,5,OXF14__
OXF15__,1.663040823,1.327618437,0.335422386,0.229323881,0.442386665,5.052379351,0.977092795,1275,0.11207692,0.078093652,0.145312065,parietal,SG,1000,5,OXF15__
OXF16__,-0.521559172,-1.731615514,1.210056341,1.084903161,1.334667774,15.46629407,0.885621274,1276,0.540609822,0.448081269,0.648937136,parietal,SG,1000,5,OXF16__
OXF17__,-0.94128173,-0.650799699,-0.290482031,-0.438207067,-0.138966542,-3.273457773,1.016820528,1276,-0.184672076,-0.284145747,-0.086745293,parietal,SG,1000,5,OXF17__
OXF18__,2.803274765,2.09543422,0.707840545,0.557249321,0.873413692,7.336799042,1.014948015,1275,0.144555706,0.114250261,0.177555917,parietal,SG,1000,5,OXF18__
OXF19__,-1.237008667,-1.925690431,0.688681764,0.576308798,0.810468833,9.440831481,0.905947388,1276,0.218226448,0.176629192,0.2608727,parietal,SG,1000,5,OXF19__
OXF20__,2.113322735,0.408099775,1.70522296,1.556775703,1.856570857,18.37471455,0.91122794,1276,0.677628599,0.610133265,0.753783878,parietal,SG,1000,5,OXF20__
OXF21__,3.288098344,2.692132097,0.595966247,0.477568937,0.716876599,7.401143866,0.840701785,1275,0.099602266,0.082143758,0.118157193,parietal,SG,1000,5,OXF21__
OXF22__,-0.318658387,-1.206567885,0.887909499,0.788163385,0.988824376,14.375285,1.004791749,1276,0.585216835,0.492452897,0.685737043,parietal,SG,1000,5,OXF22__
OXF23__,0.350521015,0.586025569,-0.235504554,-0.355185295,-0.120135515,-3.179946902,0.949156379,1275,-0.254179384,-0.394096514,-0.134532032,parietal,SG,1000,5,OXF23__
OXF24__,0.097706161,0.125018678,-0.027312517,-0.116144811,0.059542024,-0.483508115,0.95933848,1275,-0.149330933,-0.787895447,0.344441846,parietal,SG,1000,5,OXF24__
OXF25__,-0.49133787,-0.744340422,0.253002552,0.161287414,0.342643424,4.538649104,0.972497409,1275,0.207621674,0.123391531,0.303151189,parietal,SG,1000,5,OXF25__
OXF26__,-0.781728882,-1.416557464,0.634828583,0.500285961,0.764885797,7.519111899,0.916218075,1276,0.290219459,0.221088165,0.362692984,parietal,SG,1000,5,OXF26__
OXF27__,0.150179526,-0.408744712,0.558924238,0.458263618,0.658019025,8.985106574,0.994420449,1276,0.999572236,1,1,parietal,SG,1000,5,OXF27__
BAN01_S,1.785340113,2.355269614,-0.5699295,-0.677416078,-0.461480183,-8.430449728,0.993786913,675,-0.137772778,-0.164350286,-0.111612383,cerebellar,SG,1000,5,BAN01_S
BAN02_S,1.78048305,1.249019732,0.531463317,0.418438031,0.640980414,7.72047486,0.96593171,683,0.175603069,0.138113714,0.211481647,cerebellar,SG,1000,5,BAN02_S
BAN03_S,-1.288493398,0.721688517,-2.010181915,-2.1493199,-1.872486722,-23.42606179,0.982324174,673,-1,-1,-1,cerebellar,SG,1000,5,BAN03_S
BAN04_S,-0.381666042,-0.351614072,-0.03005197,-0.12491508,0.073078575,-0.482831033,0.960640954,649,-0.042907199,-0.177670433,0.097146831,cerebellar,SG,1000,5,BAN04_S
BAN05_S,1.376634562,1.594378898,-0.217744336,-0.347307833,-0.091326015,-2.823509644,0.994685471,521,-0.073296653,-0.116080553,-0.030478,cerebellar,SG,1000,5,BAN05_S
BAN06_S,-0.113259636,0.096642995,-0.209902631,-0.310877684,-0.108423461,-3.331673662,0.94749966,589,-0.978691708,-1,-0.816716208,cerebellar,SG,1000,5,BAN06_S
BAN07_S,1.882726986,2.631652609,-0.748925623,-0.834116601,-0.665815138,-14.37590122,1.071138919,642,-0.165948922,-0.185533335,-0.14758514,cerebellar,SG,1000,5,BAN07_S
BAN08_S,2.225326047,2.320315348,-0.094989301,-0.18728795,-0.002275741,-1.574794334,0.935820949,683,-0.020848515,-0.041175625,-0.000507062,cerebellar,SG,1000,5,BAN08_S
BAN09_S,1.659796373,2.459586827,-0.799790453,-0.907539456,-0.685970802,-11.56227008,0.955091976,677,-0.194181015,-0.22038842,-0.166617485,cerebellar,SG,1000,5,BAN09_S
BAN10_S,0.065180716,0.51364695,-0.448466234,-0.540650682,-0.360006565,-8.261604987,1.021905687,669,-0.781393179,-1,-0.566858261,cerebellar,SG,1000,5,BAN10_S
BAN11_S,0.893679433,2.10433638,-1.210656947,-1.38001648,-1.049974989,-11.81076666,0.858528149,634,-0.404212885,-0.459738002,-0.35333921,cerebellar,SG,1000,5,BAN11_S
BAN12_S,-0.209482496,0.86919464,-1.078677136,-1.178679461,-0.974221393,-17.10663961,0.95262769,682,-1,-1,-1,cerebellar,SG,1000,5,BAN12_S
BAN13_S,1.414439934,2.957375651,-1.542935717,-1.682344909,-1.407692718,-18.07668446,0.945986271,641,-0.352960328,-0.380183756,-0.325997859,cerebellar,SG,1000,5,BAN13_S
BAN14_S,1.291472144,1.661330456,-0.369858312,-0.470633162,-0.271686376,-5.876420172,0.968871878,641,-0.125537811,-0.161699694,-0.090303819,cerebellar,SG,1000,5,BAN14_S
BAN15_S,1.769499085,3.095907603,-1.326408519,-1.495435279,-1.165522153,-12.33022966,1.004140787,665,-0.272729116,-0.307501996,-0.239750509,cerebellar,SG,1000,5,BAN15_S
BAN16_S,1.603735502,1.609982222,-0.006246719,-0.107098261,0.086145991,-0.099001303,0.965708667,539,-0.001923205,-0.033451452,0.026792073,cerebellar,SG,1000,5,BAN16_S
BAN17_S,0.736870071,1.470337043,-0.733466972,-0.839306208,-0.61811528,-10.95386947,0.983225101,646,-0.332474728,-0.379198035,-0.287001493,cerebellar,SG,1000,5,BAN17_S
BAN18_S,-0.257465794,0.165968523,-0.423434317,-0.513912058,-0.329713377,-7.057962114,0.955407905,673,-1,-1,-1,cerebellar,SG,1000,5,BAN18_S
BAN19_S,0.933285717,2.136573017,-1.2032873,-1.324245816,-1.082692625,-15.93744024,0.822891966,605,-0.392017407,-0.424984519,-0.35692455,cerebellar,SG,1000,5,BAN19_S
BAN21_S,0.42247506,0.761713093,-0.339238033,-0.472698613,-0.203906475,-4.033342856,0.985600852,599,-0.28974568,-0.424391282,-0.170029737,cerebellar,SG,1000,5,BAN21_S
BAN22_S,0.309051289,0.807216367,-0.498165078,-0.612289238,-0.384564369,-6.974735929,0.962045464,624,-0.447823167,-0.548608314,-0.347512577,cerebellar,SG,1000,5,BAN22_S
BAN23_S,0.111168015,0.581675124,-0.47050711,-0.597182416,-0.337877279,-5.643912886,0.978675914,682,-0.692927415,-1,-0.446674208,cerebellar,SG,1000,5,BAN23_S
BAN24_S,1.934471688,2.560942564,-0.626470875,-0.748583601,-0.508844416,-8.39765579,0.982199626,673,-0.139491489,-0.16728745,-0.112482419,cerebellar,SG,1000,5,BAN24_S
OXF01__,1.275035941,1.841515254,-0.566479313,-0.707684783,-0.409320648,-6.33065164,1.03723104,682,-0.182236999,-0.230029559,-0.131881988,cerebellar,SG,1000,5,OXF01__
OXF02__,0.8856521,0.710807486,0.174844614,0.05790058,0.2993792,2.369048145,0.997717259,643,0.109972804,0.036847609,0.187056979,cerebellar,SG,1000,5,OXF02__
OXF03__,1.989393033,2.830344733,-0.8409517,-0.953715791,-0.730634335,-11.72201608,0.974709331,682,-0.174555149,-0.198413132,-0.152805914,cerebellar,SG,1000,5,OXF03__
OXF04__,2.215417623,2.775168977,-0.559751354,-0.66761599,-0.449764621,-8.341856984,0.93106739,682,-0.112140491,-0.13372404,-0.091030515,cerebellar,SG,1000,5,OXF04__
OXF05__,0.035910868,0.962158099,-0.926247232,-1.091465719,-0.770029792,-9.030319889,0.950704012,675,-0.901722444,-1,-0.719000888,cerebellar,SG,1000,5,OXF05__
OXF06__,0.066856927,0.546979712,-0.480122785,-0.580801224,-0.379616165,-7.429864063,0.910850926,681,-0.791945901,-1,-0.587936493,cerebellar,SG,1000,5,OXF06__
OXF07__,2.728205424,3.490764735,-0.762559311,-0.902425767,-0.614792482,-8.483910769,0.913014299,587,-0.122551392,-0.142805548,-0.100919496,cerebellar,SG,1000,5,OXF07__
OXF08__,3.104079683,3.315883839,-0.211804156,-0.358866944,-0.071675916,-2.277654167,0.943089581,621,-0.03303563,-0.056183179,-0.011183249,cerebellar,SG,1000,5,OXF08__
OXF09__,4.830120133,6.735213229,-1.905093096,-2.114972111,-1.694530691,-15.37419118,0.94474969,682,-0.164762821,-0.182942976,-0.147512905,cerebellar,SG,1000,5,OXF09__
OXF10__,2.667683485,2.838126458,-0.170442973,-0.289248008,-0.048342445,-2.278262459,0.972015827,660,-0.030959188,-0.052809157,-0.008958931,cerebellar,SG,1000,5,OXF10__
OXF11__,-1.697804545,0.167864724,-1.865669269,-2.048062299,-1.684835817,-16.13442329,0.939592289,683,-0.997472597,-1,-1,cerebellar,SG,1000,5,OXF11__
OXF12__,1.296804047,2.473541695,-1.176737648,-1.329551803,-1.03080912,-12.94777588,0.868305766,676,-0.312645318,-0.355451407,-0.273279503,cerebellar,SG,1000,5,OXF12__
OXF13__,0.102652962,1.272990381,-1.170337419,-1.284717454,-1.0584355,-16.84960032,0.973581759,672,-0.853703128,-0.967804444,-0.752706465,cerebellar,SG,1000,5,OXF13__
OXF14__,2.876858742,2.586497633,0.290361109,0.177497972,0.410341227,3.822808885,0.93883389,682,0.053221366,0.032519271,0.075800807,cerebellar,SG,1000,5,OXF14__
OXF15__,2.950433377,4.151572483,-1.201139106,-1.336735468,-1.075481205,-14.89633605,0.979563508,683,-0.169133197,-0.186272297,-0.152257257,cerebellar,SG,1000,5,OXF15__
OXF16__,0.067358033,1.300583745,-1.233225712,-1.350792774,-1.122071958,-17.71037627,1.052915038,675,-0.898245453,-1,-0.763033829,cerebellar,SG,1000,5,OXF16__
OXF17__,0.709597904,0.754338054,-0.04474015,-0.156249627,0.074756811,-0.639329647,0.969774062,677,-0.030984077,-0.111999559,0.050878889,cerebellar,SG,1000,5,OXF17__
OXF18__,2.862959419,2.798351585,0.064607834,-0.095935828,0.218959757,0.656174369,0.977463426,683,0.011482509,-0.016905923,0.039187228,cerebellar,SG,1000,5,OXF18__
OXF19__,-0.006396759,0.030232193,-0.036628952,-0.149069416,0.077323122,-0.484401086,0.937179871,682,-0.297572235,-1,1,cerebellar,SG,1000,5,OXF19__
OXF20__,1.192561034,2.639366329,-1.446805294,-1.597681325,-1.29597051,-15.48674665,0.987417047,683,-0.37774917,-0.41604787,-0.342196114,cerebellar,SG,1000,5,OXF20__
OXF21__,4.800711197,5.032633283,-0.231922086,-0.403835909,-0.074959785,-2.379370665,1.02853262,544,-0.023520004,-0.040450576,-0.007738922,cerebellar,SG,1000,5,OXF21__
OXF22__,0.893672157,1.740862034,-0.847189877,-0.974541671,-0.719327259,-10.799733,0.925670893,683,-0.321957827,-0.370267845,-0.274191987,cerebellar,SG,1000,5,OXF22__
OXF23__,0.966420646,1.468008166,-0.50158752,-0.600304632,-0.399840655,-8.174445566,0.934310707,649,-0.206242267,-0.247916944,-0.165510208,cerebellar,SG,1000,5,OXF23__
OXF24__,0.161645046,0.505487538,-0.343842491,-0.473285146,-0.222307259,-4.481900202,0.966790359,682,-0.529887891,-0.789606826,-0.332765346,cerebellar,SG,1000,5,OXF24__
OXF25__,1.278606735,1.738546632,-0.459939897,-0.562976963,-0.359012192,-7.130131963,0.964317298,683,-0.15238757,-0.184179527,-0.122147776,cerebellar,SG,1000,5,OXF25__
OXF26__,-0.363901123,-0.054284292,-0.309616831,-0.439524709,-0.186127422,-3.868576281,0.995228131,682,-0.736668614,-1,-0.38629076,cerebellar,SG,1000,5,OXF26__
OXF27__,0.40155636,0.77310215,-0.37154579,-0.460423049,-0.286582173,-6.942519651,0.933794236,665,-0.317726367,-0.396749725,-0.243161938,cerebellar,SG,1000,5,OXF27__
BAN01_S,0.591046771,0.509940216,0.081106556,0.022373856,0.137231896,2.250446414,0.976771921,4304,0.073948752,0.021247478,0.125209648,mca,SG,1000,5,BAN01_S
BAN02_S,-0.077340402,0.821349909,-0.898690311,-0.954840242,-0.84328171,-26.15863073,0.952241133,4309,-0.999998512,-1,-1,mca,SG,1000,5,BAN02_S
BAN03_S,-1.044231271,-0.957336978,-0.086894293,-0.137516374,-0.038039645,-2.896031138,1.001456685,4287,-0.043525487,-0.069591609,-0.0185966,mca,SG,1000,5,BAN03_S
BAN04_S,-0.441459996,-0.635948227,0.194488231,0.148428374,0.239417663,6.616421123,0.958628337,4306,0.180907722,0.134963675,0.226244439,mca,SG,1000,5,BAN04_S
BAN05_S,0.020460824,-0.324378694,0.344839518,0.295044233,0.395737162,11.21579481,0.987478762,4296,0.968298779,0.814805408,1,mca,SG,1000,5,BAN05_S
BAN06_S,0.287847971,0.448518291,-0.16067032,-0.217933433,-0.107386935,-4.852777901,0.998550022,4260,-0.219368595,-0.302463776,-0.144009532,mca,SG,1000,5,BAN06_S
BAN07_S,1.260445662,0.995208349,0.265237313,0.23350965,0.298348076,13.05206023,0.973051702,4294,0.117583008,0.103721858,0.13171484,mca,SG,1000,5,BAN07_S
BAN08_S,1.612690316,1.655957509,-0.043267193,-0.090271349,0.003649245,-1.451119848,0.944777732,4305,-0.013243988,-0.027654773,0.001101223,mca,SG,1000,5,BAN08_S
BAN09_S,1.407051433,0.642043894,0.765007539,0.713826567,0.813026041,24.54780767,0.892611256,4294,0.373434462,0.349438023,0.395721117,mca,SG,1000,5,BAN09_S
BAN10_S,-0.031964442,-0.057272155,0.025307712,-0.00572516,0.057262742,1.300016355,0.968716508,4298,0.322685102,-0.063359584,0.953349669,mca,SG,1000,5,BAN10_S
BAN11_S,-0.014779973,-0.765971479,0.751191505,0.699346233,0.805104526,22.27244463,0.872455948,4292,0.94662421,0.8414014,1,mca,SG,1000,5,BAN11_S
BAN12_S,-0.35175855,-0.8692444,0.51748585,0.477628291,0.55918712,19.98143293,0.920063561,4304,0.424515096,0.380038257,0.472431198,mca,SG,1000,5,BAN12_S
BAN13_S,0.994064577,0.223957096,0.770107481,0.715350415,0.830545413,22.22280292,0.980360471,4265,0.633300391,0.576597385,0.694037258,mca,SG,1000,5,BAN13_S
BAN14_S,1.407044172,0.32100714,1.086037032,1.0237912,1.150024172,28.80526482,1.03937874,4308,0.628788432,0.593186111,0.668072248,mca,SG,1000,5,BAN14_S
BAN15_S,2.074727918,0.477360119,1.597367799,1.528655444,1.668292791,36.56805336,0.977129511,4284,0.626294867,0.591133233,0.662709837,mca,SG,1000,5,BAN15_S
BAN16_S,0.235248889,0.166659841,0.068589048,0.023991521,0.113587917,2.52453067,1.00863412,4287,0.172451482,0.058145849,0.29128645,mca,SG,1000,5,BAN16_S
BAN17_S,-0.534951469,-0.809373911,0.274422443,0.219044587,0.327697788,7.913918399,0.945816709,4294,0.204708566,0.158890961,0.250389525,mca,SG,1000,5,BAN17_S
BAN18_S,-0.388733456,-0.896621076,0.50788762,0.461866509,0.554138101,17.14524697,0.976505032,4299,0.395798309,0.35126847,0.442005383,mca,SG,1000,5,BAN18_S
BAN19_S,-0.716467198,-0.365118435,-0.351348763,-0.401706266,-0.302691926,-11.62270582,1.02515423,4304,-0.325373957,-0.37921258,-0.279106509,mca,SG,1000,5,BAN19_S
BAN21_S,-0.688930039,-0.495361531,-0.193568508,-0.251940662,-0.134346277,-5.130014322,0.957327966,4309,-0.163761424,-0.21642399,-0.113600687,mca,SG,1000,5,BAN21_S
BAN22_S,-0.695663164,-1.537511173,0.841848009,0.795547039,0.888309333,29.52806415,1.007084594,4282,0.377153142,0.352983996,0.403661981,mca,SG,1000,5,BAN22_S
BAN23_S,0.449660152,0.487850596,-0.038190444,-0.104691625,0.021587465,-0.948741238,0.961848142,4296,-0.040693781,-0.110885977,0.023707384,mca,SG,1000,5,BAN23_S
BAN24_S,1.504598306,0.477154564,1.027443743,0.973689189,1.079011547,30.5513396,0.936183969,4291,0.518672496,0.48987671,0.548942518,mca,SG,1000,5,BAN24_S
OXF01__,1.128310103,0.212179107,0.916130996,0.842468505,0.989218534,20.19038544,0.933482423,4294,0.684964669,0.6159264,0.758826122,mca,SG,1000,5,OXF01__
OXF02__,-0.04246421,-0.407090276,0.364626066,0.318842569,0.411962276,11.76468478,0.922106597,4286,0.815202584,0.630133906,1,mca,SG,1000,5,OXF02__
OXF03__,2.026179137,1.414644254,0.611534883,0.544638166,0.678336817,15.15827007,0.929623533,4296,0.177790601,0.159159969,0.1979347,mca,SG,1000,5,OXF03__
OXF04__,0.849233576,0.962855654,-0.113622078,-0.167822379,-0.060119841,-3.382170466,0.973758782,4300,-0.062843511,-0.093155307,-0.032648972,mca,SG,1000,5,OXF04__
OXF05__,0.706277425,-0.473852361,1.180129786,1.1042291,1.25967676,24.79417708,1.028611659,4306,1,1,1,mca,SG,1000,5,OXF05__
OXF06__,-0.790801963,-1.390719374,0.599917411,0.543755919,0.65507057,16.42881096,0.897998783,4308,0.27536459,0.244847402,0.306963795,mca,SG,1000,5,OXF06__
OXF07__,1.339242521,1.148224229,0.191018292,0.122744317,0.262058505,4.453449462,0.941654703,4302,0.076788459,0.049200205,0.104702648,mca,SG,1000,5,OXF07__
OXF08__,2.504363265,1.997646084,0.506717181,0.445577001,0.564648718,13.18159719,0.983947615,4306,0.112597457,0.098416585,0.126012315,mca,SG,1000,5,OXF08__
OXF09__,3.247165467,1.720050184,1.527115283,1.431879844,1.62521569,26.18582699,0.986548025,4248,0.307477476,0.289360747,0.325782094,mca,SG,1000,5,OXF09__
OXF10__,2.298258926,1.997930078,0.300328848,0.220883857,0.37830609,6.073682357,0.972272087,4307,0.069906736,0.051155412,0.087975533,mca,SG,1000,5,OXF10__
OXF11__,-1.356955628,-3.489425281,2.132469653,2.05029507,2.20964282,42.27717826,0.911628717,4306,0.440129513,0.419251599,0.460630557,mca,SG,1000,5,OXF11__
OXF12__,0.997728774,0.211823582,0.785905193,0.712583592,0.861870413,16.80283906,0.928703583,4279,0.652515073,0.568530376,0.745013815,mca,SG,1000,5,OXF12__
OXF13__,0.763708873,-0.222657468,0.986366341,0.931151459,1.041515989,30.25260187,0.967205354,4296,1,1,1,mca,SG,1000,5,OXF13__
OXF14__,1.630068804,1.475083799,0.154985005,0.096684428,0.215490489,4.097943861,0.974324025,4295,0.049966866,0.030709954,0.070068785,mca,SG,1000,5,OXF14__
OXF15__,1.675841592,1.367066051,0.30877554,0.247103264,0.371515974,8.18492374,0.969890778,4299,0.101448301,0.08196764,0.120811775,mca,SG,1000,5,OXF15__
OXF16__,0.568091877,-0.525441548,1.093533424,1.025583102,1.158539621,24.9943994,0.84042811,4300,1,1,1,mca,SG,1000,5,OXF16__
OXF17__,0.373034787,0.256711109,0.116323678,0.040418748,0.193707892,2.41317978,0.964608756,4299,0.187902939,0.06146592,0.328058636,mca,SG,1000,5,OXF17__
OXF18__,2.610830401,1.683293048,0.927537352,0.83915834,1.014700776,17.539767,0.994960532,4308,0.216031652,0.195787707,0.235087835,mca,SG,1000,5,OXF18__
OXF19__,-0.506970336,-1.080686853,0.573716517,0.510866317,0.636467464,14.0174964,0.904115482,4303,0.362304409,0.31086329,0.41568768,mca,SG,1000,5,OXF19__
OXF20__,2.678254454,0.735514206,1.942740248,1.844394452,2.047440262,31.45648381,0.818321138,4304,0.569188002,0.544009114,0.594508527,mca,SG,1000,5,OXF20__
OXF21__,3.173212772,2.382703685,0.790509087,0.718816081,0.859418098,17.42559737,0.896217179,4299,0.14226907,0.129945528,0.154034901,mca,SG,1000,5,OXF21__
OXF22__,0.779999686,0.018312867,0.761686819,0.706462259,0.82123528,20.39633528,0.927791292,4307,0.941458277,0.826481281,1,mca,SG,1000,5,OXF22__
OXF23__,0.728326506,0.988036083,-0.259709578,-0.322840797,-0.199025877,-6.878336739,1.016928732,4304,-0.15153963,-0.190968821,-0.114721878,mca,SG,1000,5,OXF23__
OXF24__,0.928384238,0.644347101,0.284037137,0.230950012,0.338271122,8.529395193,0.984259196,4306,0.180781555,0.147298563,0.216579073,mca,SG,1000,5,OXF24__
OXF25__,0.200382082,-0.098505997,0.29888808,0.252467087,0.341631467,9.865431376,0.89624142,4303,0.999965433,1,1,mca,SG,1000,5,OXF25__
OXF26__,0.316376842,-0.548225366,0.864602208,0.777133208,0.948962822,16.36966591,0.972652533,4297,1,1,1,mca,SG,1000,5,OXF26__
OXF27__,0.333522114,-0.218323773,0.551845887,0.495705166,0.605820324,15.9567879,0.923308546,4292,1,1,1,mca,SG,1000,5,OXF27__
BAN01_t,1.339434568,1.573675752,-0.234241184,-0.330240084,-0.136745351,-4.061363963,1.01440581,2085,-0.080594994,-0.114269481,-0.04689442,frontal,PD,1000,5,BAN01_t
BAN02_t,0.456201323,1.055574247,-0.599372925,-0.706563031,-0.496355322,-9.093788624,0.949906687,2090,-0.397665822,-0.481750723,-0.324608994,frontal,PD,1000,5,BAN02_t
BAN03_t,2.224059968,1.98837795,0.235682018,0.154969053,0.316991203,4.786383967,0.970910204,2088,0.055930382,0.03695311,0.074677088,frontal,PD,1000,5,BAN03_t
BAN04_t,0.694776132,0.780752003,-0.085975872,-0.179890261,0.012214109,-1.418613657,0.962726357,2087,-0.059170142,-0.125916328,0.008055112,frontal,PD,1000,5,BAN04_t
BAN05_t,0.328443641,0.360966441,-0.0325228,-0.089990457,0.021830457,-0.913218928,0.966792706,2087,-0.048577664,-0.135317686,0.03153248,frontal,PD,1000,5,BAN05_t
