Input image,Inclusive mask,Exclusive mask,LI (overall),LI (SD),LI (min),LI (max),LI_T25 (overall),LI_T25 (SD),wm_LI,wm_lowCI,wm_highCI,Variance Weighting,Clustering,Source path,Lower threshold,Bootstrap sample (percent),Sample size: Minimum,Sample size: Maximum
"OXF21__PD_tstat1.nii,1",LI-parietal-mask,none,-0.077,0.27,-0.65,0.25,-0.013,0.14,-0.21,-0.65,0.16,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF22__PD_tstat1.nii,1",LI-parietal-mask,none,0.057,0.099,-0.25,0.24,0.045,0.036,0.059,-0.24,0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,35.7143,5,10000
"OXF23__PD_tstat1.nii,1",LI-parietal-mask,none,0.047,0.16,-0.14,0.58,0.027,0.064,0.041,-0.13,0.56,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,83.3333,5,10000
"OXF24__PD_tstat1.nii,1",LI-parietal-mask,none,-0.0021,0.2,-0.22,0.69,-0.063,0.015,0.055,-0.2,0.67,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"OXF25__PD_tstat1.nii,1",LI-parietal-mask,none,-0.085,0.24,-0.53,0.22,-0.045,0.14,-0.2,-0.52,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,62.5,5,10000
"OXF26__PD_tstat1.nii,1",LI-parietal-mask,none,0.17,0.2,-0.51,0.41,0.23,0.045,0.1,-0.5,0.34,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,50,5,10000
"OXF27__PD_tstat1.nii,1",LI-parietal-mask,none,0.35,0.12,0.21,0.71,0.31,0.025,0.36,0.22,0.69,no,no,/Volumes/Extreme_Pro/LI_analysis/PD,0,100,5,10000
"BAN01__WC_tstat1.nii,1",LI-parietal-mask,none,-0.27,0.094,-0.44,-0.089,-0.28,0.036,-0.28,-0.42,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"BAN02__WC_tstat1.nii,1",LI-parietal-mask,none,-0.57,0.23,-0.95,-0.24,-0.54,0.14,-0.61,-0.94,-0.37,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"BAN03__WC_tstat1.nii,1",LI-parietal-mask,none,-0.89,0.085,-0.96,-0.66,-0.92,0.03,-0.81,-0.96,-0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN04__WC_tstat1.nii,1",LI-parietal-mask,none,-0.29,0.24,-0.74,-0.049,-0.23,0.15,-0.32,-0.74,-0.082,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,27.7778,5,10000
"BAN05__WC_tstat1.nii,1",LI-parietal-mask,none,0.28,0.19,0.031,0.67,0.27,0.097,0.35,0.062,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,35.7143,5,10000
"BAN06__WC_tstat1.nii,1",LI-parietal-mask,none,-0.31,0.28,-0.84,0.013,-0.25,0.19,-0.41,-0.83,-0.072,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN07__WC_tstat1.nii,1",LI-parietal-mask,none,0.37,0.27,0.017,0.74,0.36,0.22,0.46,0.051,0.7,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN08__WC_tstat1.nii,1",LI-parietal-mask,none,0.51,0.19,0.18,0.83,0.49,0.12,0.54,0.27,0.78,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN09__WC_tstat1.nii,1",LI-parietal-mask,none,0.17,0.13,-0.12,0.43,0.17,0.049,0.21,-0.029,0.35,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN10__WC_tstat1.nii,1",LI-parietal-mask,none,-0.12,0.051,-0.25,0.059,-0.12,0.011,-0.099,-0.23,-0.024,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN11__WC_tstat1.nii,1",LI-parietal-mask,none,0.16,0.16,-0.34,0.38,0.18,0.082,0.15,-0.32,0.35,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"BAN12__WC_tstat1.nii,1",LI-parietal-mask,none,0.3,0.28,-0.027,0.89,0.24,0.16,0.41,-0.012,0.88,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,31.25,5,10000
"BAN13__WC_tstat1.nii,1",LI-parietal-mask,none,-0.15,0.27,-0.83,0.15,-0.076,0.096,-0.27,-0.83,0.066,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN14__WC_tstat1.nii,1",LI-parietal-mask,none,0.073,0.095,-0.1,0.31,0.068,0.056,0.091,-0.081,0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN15__WC_tstat1.nii,1",LI-parietal-mask,none,0.3,0.19,0.11,0.79,0.23,0.067,0.35,0.13,0.78,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,26.3158,5,10000
"BAN16__WC_tstat1.nii,1",LI-parietal-mask,none,0.5,0.15,0.27,0.89,0.47,0.029,0.51,0.35,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"BAN17__WC_tstat1.nii,1",LI-parietal-mask,none,-0.29,0.29,-0.91,-0.025,-0.17,0.11,-0.38,-0.9,-0.086,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN18__WC_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.33,-0.94,0.1,-0.075,0.12,-0.33,-0.94,0.042,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"BAN19__WC_tstat1.nii,1",LI-parietal-mask,none,-0.68,0.079,-0.88,-0.54,-0.67,0.027,-0.63,-0.87,-0.62,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"BAN21__WC_tstat1.nii,1",LI-parietal-mask,none,-0.081,0.18,-0.69,0.1,-0.02,0.029,-0.13,-0.68,0.051,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"BAN22__WC_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.21,-0.64,0.01,-0.14,0.12,-0.29,-0.63,-0.035,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"BAN23__WC_tstat1.nii,1",LI-parietal-mask,none,0.2,0.18,-0.46,0.39,0.25,0.036,0.13,-0.45,0.29,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"BAN24__WC_tstat1.nii,1",LI-parietal-mask,none,0.28,0.14,0.038,0.52,0.3,0.097,0.31,0.063,0.42,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF01__WC_tstat1.nii,1",LI-parietal-mask,none,0.45,0.15,0.17,0.75,0.46,0.041,0.45,0.27,0.72,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF02__WC_tstat1.nii,1",LI-parietal-mask,none,-0.3,0.17,-0.83,-0.12,-0.25,0.022,-0.34,-0.82,-0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,41.6667,5,10000
"OXF03__WC_tstat1.nii,1",LI-parietal-mask,none,0.49,0.18,0.19,0.83,0.47,0.077,0.53,0.31,0.82,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"OXF04__WC_tstat1.nii,1",LI-parietal-mask,none,-0.00037,0.06,-0.2,0.21,0.00054,0.014,-0.0021,-0.16,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF05__WC_tstat1.nii,1",LI-parietal-mask,none,0.2,0.16,-0.013,0.49,0.17,0.1,0.25,0.018,0.44,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF06__WC_tstat1.nii,1",LI-parietal-mask,none,0.12,0.048,0.027,0.28,0.11,0.014,0.13,0.05,0.21,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF07__WC_tstat1.nii,1",LI-parietal-mask,none,0.004,0.26,-0.3,0.7,-0.079,0.058,0.093,-0.28,0.68,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF08__WC_tstat1.nii,1",LI-parietal-mask,none,0.4,0.23,0.12,0.85,0.36,0.14,0.47,0.16,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF09__WC_tstat1.nii,1",LI-parietal-mask,none,0.23,0.13,0.088,0.69,0.18,0.014,0.25,0.11,0.67,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF10__WC_tstat1.nii,1",LI-parietal-mask,none,-0.084,0.21,-0.57,0.22,-0.041,0.11,-0.18,-0.55,0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,31.25,5,10000
"OXF11__WC_tstat1.nii,1",LI-parietal-mask,none,0.35,0.12,0.12,0.59,0.36,0.05,0.36,0.18,0.55,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF12__WC_tstat1.nii,1",LI-parietal-mask,none,0.058,0.075,-0.22,0.18,0.083,0.019,0.033,-0.18,0.11,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"OXF14__WC_tstat1.nii,1",LI-parietal-mask,none,-0.41,0.24,-0.93,-0.086,-0.36,0.093,-0.47,-0.92,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,45.4545,5,10000
"OXF15__WC_tstat1.nii,1",LI-parietal-mask,none,-0.21,0.19,-0.68,0.002,-0.15,0.089,-0.27,-0.67,-0.056,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,25,5,10000
"OXF16__WC_tstat1.nii,1",LI-parietal-mask,none,0.16,0.25,-0.048,0.83,0.059,0.07,0.26,-0.036,0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"OXF17__WC_tstat1.nii,1",LI-parietal-mask,none,0.23,0.13,0.096,0.56,0.17,0.041,0.26,0.11,0.53,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,71.4286,5,10000
"OXF18__WC_tstat1.nii,1",LI-parietal-mask,none,-0.34,0.16,-0.7,-0.063,-0.35,0.073,-0.39,-0.69,-0.2,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,38.4615,5,10000
"OXF19__WC_tstat1.nii,1",LI-parietal-mask,none,0.24,0.13,-0.058,0.41,0.28,0.052,0.16,-0.043,0.36,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,50,5,10000
"OXF20__WC_tstat1.nii,1",LI-parietal-mask,none,0.65,0.18,0.39,0.96,0.62,0.091,0.64,0.44,0.96,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF21__WC_tstat1.nii,1",LI-parietal-mask,none,-0.057,0.2,-0.38,0.49,-0.063,0.1,-0.046,-0.36,0.46,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF22__WC_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.074,-0.36,-0.017,-0.21,0.017,-0.21,-0.34,-0.13,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,100,5,10000
"OXF23__WC_tstat1.nii,1",LI-parietal-mask,none,-0.34,0.26,-0.68,0.072,-0.36,0.17,-0.44,-0.67,-0.02,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF24__WC_tstat1.nii,1",LI-parietal-mask,none,0.025,0.13,-0.43,0.31,0.02,0.018,0.024,-0.42,0.22,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,62.5,5,10000
"OXF25__WC_tstat1.nii,1",LI-parietal-mask,none,-0.31,0.26,-0.85,-0.007,-0.24,0.14,-0.4,-0.85,-0.083,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,29.4118,5,10000
"OXF26__WC_tstat1.nii,1",LI-parietal-mask,none,0.4,0.22,0.051,0.77,0.4,0.14,0.47,0.14,0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,83.3333,5,10000
"OXF27__WC_tstat1.nii,1",LI-parietal-mask,none,0.27,0.096,0.11,0.55,0.25,0.024,0.28,0.15,0.52,no,no,/Volumes/Extreme_Pro/LI_analysis/WC,0,55.5556,5,10000
"BAN01_SC_tstat1.nii,1",LI-parietal-mask,none,-0.011,0.12,-0.14,0.3,-0.058,0.019,0.032,-0.13,0.27,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"BAN02_SC_tstat1.nii,1",LI-parietal-mask,none,0.11,0.26,-0.13,0.69,0.012,0.11,0.21,-0.13,0.66,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"BAN03_SC_tstat1.nii,1",LI-parietal-mask,none,-0.83,0.074,-0.91,-0.64,-0.85,0.028,-0.75,-0.91,-0.76,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN04_SC_tstat1.nii,1",LI-parietal-mask,none,0.19,0.15,-0.041,0.61,0.16,0.023,0.2,-0.027,0.59,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN05_SC_tstat1.nii,1",LI-parietal-mask,none,-0.0031,0.18,-0.66,0.13,0.05,0.015,-0.056,-0.66,0.098,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN06_SC_tstat1.nii,1",LI-parietal-mask,none,-0.16,0.23,-0.78,0.066,-0.074,0.053,-0.24,-0.77,0.018,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"BAN07_SC_tstat1.nii,1",LI-parietal-mask,none,0.46,0.24,0.16,0.91,0.42,0.13,0.53,0.2,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN08_SC_tstat1.nii,1",LI-parietal-mask,none,-0.47,0.081,-0.59,-0.31,-0.49,0.048,-0.44,-0.58,-0.37,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN09_SC_tstat1.nii,1",LI-parietal-mask,none,0.41,0.17,0.17,0.81,0.35,0.055,0.43,0.26,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,35.7143,5,10000
"BAN10_SC_tstat1.nii,1",LI-parietal-mask,none,0.0053,0.23,-0.2,0.6,-0.085,0.063,0.1,-0.19,0.57,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"BAN11_SC_tstat1.nii,1",LI-parietal-mask,none,0.26,0.13,0.093,0.66,0.24,0.047,0.3,0.13,0.64,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"BAN12_SC_tstat1.nii,1",LI-parietal-mask,none,0.3,0.27,0.025,0.9,0.22,0.11,0.4,0.058,0.89,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,29.4118,5,10000
"BAN13_SC_tstat1.nii,1",LI-parietal-mask,none,0.31,0.14,0.081,0.62,0.3,0.072,0.35,0.14,0.58,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN14_SC_tstat1.nii,1",LI-parietal-mask,none,0.37,0.25,0.035,0.82,0.34,0.14,0.47,0.089,0.81,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,50,5,10000
"BAN15_SC_tstat1.nii,1",LI-parietal-mask,none,0.37,0.13,0.25,0.79,0.32,0.0069,0.37,0.29,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN16_SC_tstat1.nii,1",LI-parietal-mask,none,0.39,0.17,0.18,0.85,0.33,0.047,0.42,0.22,0.83,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"BAN17_SC_tstat1.nii,1",LI-parietal-mask,none,-0.24,0.26,-0.87,0.032,-0.13,0.049,-0.31,-0.87,-0.049,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN18_SC_tstat1.nii,1",LI-parietal-mask,none,-0.34,0.17,-0.67,-0.11,-0.32,0.13,-0.4,-0.66,-0.18,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN19_SC_tstat1.nii,1",LI-parietal-mask,none,0.011,0.21,-0.18,0.68,-0.05,0.086,0.1,-0.17,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"BAN21_SC_tstat1.nii,1",LI-parietal-mask,none,-0.23,0.24,-0.77,0.0075,-0.14,0.11,-0.32,-0.76,-0.031,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,29.4118,5,10000
"BAN22_SC_tstat1.nii,1",LI-parietal-mask,none,0.28,0.088,0.13,0.46,0.27,0.05,0.27,0.16,0.4,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"BAN23_SC_tstat1.nii,1",LI-parietal-mask,none,0.37,0.098,0.14,0.55,0.39,0.034,0.37,0.25,0.49,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"BAN24_SC_tstat1.nii,1",LI-parietal-mask,none,0.52,0.17,0.22,0.77,0.55,0.095,0.54,0.28,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,31.25,5,10000
"OXF01__SC_tstat1.nii,1",LI-parietal-mask,none,0.5,0.15,0.23,0.81,0.5,0.06,0.52,0.33,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF02__SC_tstat1.nii,1",LI-parietal-mask,none,-0.25,0.11,-0.57,-0.09,-0.21,0.03,-0.28,-0.56,-0.19,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF03__SC_tstat1.nii,1",LI-parietal-mask,none,0.26,0.17,0.074,0.67,0.2,0.046,0.31,0.12,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF04__SC_tstat1.nii,1",LI-parietal-mask,none,-0.032,0.22,-0.57,0.19,0.045,0.094,-0.13,-0.56,0.11,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF05__SC_tstat1.nii,1",LI-parietal-mask,none,0.1,0.12,-0.077,0.34,0.089,0.071,0.13,-0.046,0.26,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF06__SC_tstat1.nii,1",LI-parietal-mask,none,-0.18,0.18,-0.65,0.022,-0.14,0.11,-0.26,-0.64,-0.021,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF07__SC_tstat1.nii,1",LI-parietal-mask,none,-0.024,0.21,-0.25,0.67,-0.073,0.028,0.028,-0.24,0.65,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF08__SC_tstat1.nii,1",LI-parietal-mask,none,0.2,0.2,0.018,0.76,0.11,0.048,0.27,0.044,0.75,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"OXF09__SC_tstat1.nii,1",LI-parietal-mask,none,0.3,0.09,0.038,0.41,0.33,0.013,0.25,0.046,0.37,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF10__SC_tstat1.nii,1",LI-parietal-mask,none,0.15,0.094,5.60E-05,0.33,0.14,0.069,0.17,0.01,0.28,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF11__SC_tstat1.nii,1",LI-parietal-mask,none,0.52,0.24,0.19,0.96,0.48,0.12,0.58,0.24,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF12__SC_tstat1.nii,1",LI-parietal-mask,none,0.38,0.24,0.099,0.88,0.32,0.095,0.46,0.13,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,71.4286,5,10000
"OXF13__SC_tstat1.nii,1",LI-parietal-mask,none,0.29,0.17,0.11,0.79,0.23,0.035,0.33,0.14,0.77,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF14__SC_tstat1.nii,1",LI-parietal-mask,none,-0.53,0.22,-0.92,-0.2,-0.51,0.13,-0.58,-0.92,-0.3,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"OXF15__SC_tstat1.nii,1",LI-parietal-mask,none,-0.077,0.19,-0.65,0.086,0.0081,0.039,-0.15,-0.65,0.042,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,55.5556,5,10000
"OXF16__SC_tstat1.nii,1",LI-parietal-mask,none,0.19,0.12,0.032,0.47,0.15,0.043,0.25,0.067,0.46,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,45.4545,5,10000
"OXF17__SC_tstat1.nii,1",LI-parietal-mask,none,0.14,0.2,-0.098,0.57,0.1,0.11,0.23,-0.086,0.53,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,41.6667,5,10000
"OXF18__SC_tstat1.nii,1",LI-parietal-mask,none,-0.27,0.15,-0.57,-0.091,-0.22,0.082,-0.31,-0.57,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF19__SC_tstat1.nii,1",LI-parietal-mask,none,0.6,0.19,0.26,0.91,0.62,0.087,0.64,0.39,0.9,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,83.3333,5,10000
"OXF20__SC_tstat1.nii,1",LI-parietal-mask,none,0.54,0.16,0.32,0.93,0.5,0.053,0.55,0.36,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,27.7778,5,10000
"OXF21__SC_tstat1.nii,1",LI-parietal-mask,none,0.2,0.047,0.11,0.36,0.19,0.013,0.2,0.14,0.32,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,62.5,5,10000
"OXF22__SC_tstat1.nii,1",LI-parietal-mask,none,0.53,0.26,0.2,0.95,0.47,0.14,0.59,0.26,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF23__SC_tstat1.nii,1",LI-parietal-mask,none,0.12,0.12,-0.018,0.53,0.096,0.014,0.14,-0.01,0.5,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,25,5,10000
"OXF24__SC_tstat1.nii,1",LI-parietal-mask,none,0.12,0.31,-0.23,0.67,0.051,0.2,0.26,-0.22,0.62,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"OXF25__SC_tstat1.nii,1",LI-parietal-mask,none,0.023,0.15,-0.26,0.37,0.05,0.058,-0.0079,-0.25,0.35,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,33.3333,5,10000
"OXF26__SC_tstat1.nii,1",LI-parietal-mask,none,-0.11,0.097,-0.31,0.034,-0.097,0.059,-0.15,-0.3,-0.03,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,38.4615,5,10000
"OXF27__SC_tstat1.nii,1",LI-parietal-mask,none,0.2,0.14,-0.18,0.37,0.23,0.057,0.12,-0.16,0.32,no,no,/Volumes/Extreme_Pro/LI_analysis/SC,0,100,5,10000
"BAN01__SD_tstat1.nii,1",LI-parietal-mask,none,-0.45,0.16,-0.69,-0.17,-0.46,0.093,-0.49,-0.68,-0.27,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,100,5,10000
"BAN02__SD_tstat1.nii,1",LI-parietal-mask,none,0.37,0.37,0.0038,0.96,0.27,0.25,0.48,0.017,0.95,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN03__SD_tstat1.nii,1",LI-parietal-mask,none,0.57,0.24,0.17,0.94,0.59,0.15,0.63,0.23,0.94,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,83.3333,5,10000
"BAN04__SD_tstat1.nii,1",LI-parietal-mask,none,0.16,0.25,-0.11,0.7,0.091,0.14,0.25,-0.095,0.62,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN05__SD_tstat1.nii,1",LI-parietal-mask,none,0.054,0.24,-0.14,0.76,-0.045,0.018,0.14,-0.12,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN06__SD_tstat1.nii,1",LI-parietal-mask,none,0.011,0.29,-0.24,0.76,-0.11,0.068,0.13,-0.23,0.74,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"BAN07__SD_tstat1.nii,1",LI-parietal-mask,none,-0.47,0.18,-0.84,-0.17,-0.46,0.079,-0.48,-0.84,-0.3,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN08__SD_tstat1.nii,1",LI-parietal-mask,none,-0.2,0.064,-0.3,0.029,-0.22,0.009,-0.16,-0.29,-0.083,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN09__SD_tstat1.nii,1",LI-parietal-mask,none,-0.22,0.066,-0.37,-0.085,-0.22,0.032,-0.2,-0.35,-0.17,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,38.4615,5,10000
"BAN10__SD_tstat1.nii,1",LI-parietal-mask,none,0.25,0.32,-0.1,0.86,0.16,0.16,0.38,-0.092,0.84,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN11__SD_tstat1.nii,1",LI-parietal-mask,none,-0.4,0.27,-0.85,-0.0032,-0.38,0.16,-0.49,-0.85,-0.11,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,25,5,10000
"BAN12__SD_tstat1.nii,1",LI-parietal-mask,none,-0.29,0.13,-0.43,0.21,-0.31,0.032,-0.24,-0.42,0.15,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,50,5,10000
"BAN13__SD_tstat1.nii,1",LI-parietal-mask,none,0.2,0.33,-0.19,0.89,0.12,0.15,0.33,-0.17,0.87,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN14__SD_tstat1.nii,1",LI-parietal-mask,none,0.43,0.27,-0.013,0.86,0.44,0.11,0.5,0.1,0.85,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN15__SD_tstat1.nii,1",LI-parietal-mask,none,0.34,0.28,0.083,0.93,0.22,0.12,0.42,0.12,0.92,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,62.5,5,10000
"BAN16__SD_tstat1.nii,1",LI-parietal-mask,none,0.25,0.37,-0.78,0.56,0.39,0.071,0.076,-0.76,0.49,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN17__SD_tstat1.nii,1",LI-parietal-mask,none,0.33,0.23,0.049,0.83,0.27,0.087,0.38,0.093,0.79,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,71.4286,5,10000
"BAN18__SD_tstat1.nii,1",LI-parietal-mask,none,-0.44,0.19,-0.82,-0.14,-0.43,0.07,-0.48,-0.82,-0.25,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,55.5556,5,10000
"BAN19__SD_tstat1.nii,1",LI-parietal-mask,none,-0.1,0.35,-0.42,0.69,-0.25,0.14,0.072,-0.4,0.66,no,no,/Volumes/Extreme_Pro/LI_analysis/SD,0,33.3333,5,10000
